epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,252.079,0.92679,1.4624,1.26298,0.94194,0.39117,0.44892,0.32382,1.73611,2.433,1.51648,2.99058e-05,2.99058e-05,2.99058e-05
49,255.9,0.84214,0.9312,1.30128,0.94146,0.392,0.45078,0.3248,1.76739,2.41607,1.54882,2.99766e-05,2.99766e-05,2.99766e-05
50,258.818,0.66399,1.07978,1.20489,0.94146,0.392,0.45078,0.3248,1.76739,2.41607,1.54882,3.00238e-05,3.00238e-05,3.00238e-05
51,261.544,0.78068,0.85045,1.14054,0.94252,0.39186,0.44917,0.32389,1.75544,2.40372,1.52847,3.00475e-05,3.00475e-05,3.00475e-05
52,265.083,0.80576,0.86764,1.22236,0.94252,0.39186,0.44917,0.32389,1.75544,2.40372,1.52847,3.00476e-05,3.00476e-05,3.00476e-05
53,267.696,0.64999,0.71508,1.197,0.94252,0.39186,0.44917,0.32389,1.75544,2.40372,1.52847,3.00242e-05,3.00242e-05,3.00242e-05
54,270.968,0.77201,0.84455,1.23379,0.94423,0.39254,0.42215,0.29943,1.76064,2.40706,1.5283,2.99772e-05,2.99772e-05,2.99772e-05
55,273.869,0.6911,0.89422,1.04388,0.94423,0.39254,0.42215,0.29943,1.76064,2.40706,1.5283,2.99066e-05,2.99066e-05,2.99066e-05
56,276.988,1.17369,1.64282,1.57404,0.94423,0.39254,0.42215,0.29943,1.76064,2.40706,1.5283,2.98125e-05,2.98125e-05,2.98125e-05
57,280.289,1.03723,1.43501,1.36167,0.94642,0.39006,0.42217,0.29391,1.77146,2.44556,1.54236,2.96948e-05,2.96948e-05,2.96948e-05
58,283.011,0.82785,1.37626,1.27046,0.94642,0.39006,0.42217,0.29391,1.77146,2.44556,1.54236,2.95535e-05,2.95535e-05,2.95535e-05
59,287.617,0.75571,0.73296,1.16592,0.94642,0.39006,0.42217,0.29391,1.77146,2.44556,1.54236,2.93887e-05,2.93887e-05,2.93887e-05
60,291.439,0.96013,0.8022,1.4976,0.94533,0.39033,0.4244,0.27477,1.78175,2.43012,1.53954,2.92003e-05,2.92003e-05,2.92003e-05
61,294.156,0.6035,0.69335,1.06518,0.94533,0.39033,0.4244,0.27477,1.78175,2.43012,1.53954,2.89884e-05,2.89884e-05,2.89884e-05
62,297.179,0.70549,0.87283,1.05509,0.94533,0.39033,0.4244,0.27477,1.78175,2.43012,1.53954,2.87529e-05,2.87529e-05,2.87529e-05
63,300.143,0.74958,0.81294,1.14692,0.94613,0.39079,0.42484,0.27397,1.82276,2.47318,1.59058,2.84938e-05,2.84938e-05,2.84938e-05
64,303.426,0.66129,0.69153,1.08291,0.94613,0.39079,0.42484,0.27397,1.82276,2.47318,1.59058,2.82112e-05,2.82112e-05,2.82112e-05
65,307.552,0.58698,0.83381,1.18245,0.94613,0.39079,0.42484,0.27397,1.82276,2.47318,1.59058,2.7905e-05,2.7905e-05,2.7905e-05
66,311.989,0.63774,0.9026,1.08607,0.9455,0.39053,0.42168,0.30783,1.83487,2.5079,1.60132,2.75753e-05,2.75753e-05,2.75753e-05
67,316.878,0.69322,1.03637,1.07209,0.9455,0.39053,0.42168,0.30783,1.83487,2.5079,1.60132,2.7222e-05,2.7222e-05,2.7222e-05
68,320.415,0.93442,1.72744,1.33928,0.9455,0.39053,0.42168,0.30783,1.83487,2.5079,1.60132,2.68451e-05,2.68451e-05,2.68451e-05
69,323.848,0.62108,0.99342,1.13023,0.94528,0.39168,0.42131,0.29256,1.85224,2.51191,1.60429,2.64447e-05,2.64447e-05,2.64447e-05
70,326.563,0.88137,0.87028,1.36161,0.94528,0.39168,0.42131,0.29256,1.85224,2.51191,1.60429,2.60207e-05,2.60207e-05,2.60207e-05
71,329.303,1.001,1.29622,1.37771,0.94528,0.39168,0.42131,0.29256,1.85224,2.51191,1.60429,2.55731e-05,2.55731e-05,2.55731e-05
72,332.59,0.58402,0.60421,1.0455,0.94705,0.39003,0.42132,0.29254,1.87307,2.56003,1.63085,2.5102e-05,2.5102e-05,2.5102e-05
73,335.266,0.66899,0.87872,1.0538,0.94705,0.39003,0.42132,0.29254,1.87307,2.56003,1.63085,2.46073e-05,2.46073e-05,2.46073e-05
74,338.689,0.65987,0.6921,1.16065,0.94705,0.39003,0.42132,0.29254,1.87307,2.56003,1.63085,2.40891e-05,2.40891e-05,2.40891e-05
75,341.481,0.68936,0.56732,1.12396,0.94636,0.39019,0.4214,0.29253,1.84675,2.52647,1.58442,2.35472e-05,2.35472e-05,2.35472e-05
76,344.911,0.58043,0.84619,1.10151,0.94636,0.39019,0.4214,0.29253,1.84675,2.52647,1.58442,2.29819e-05,2.29819e-05,2.29819e-05
77,347.731,0.61647,0.58824,1.07481,0.94636,0.39019,0.4214,0.29253,1.84675,2.52647,1.58442,2.23929e-05,2.23929e-05,2.23929e-05
78,350.63,0.79019,1.09079,1.13871,0.94558,0.39115,0.42141,0.29326,1.81681,2.46779,1.52968,2.17805e-05,2.17805e-05,2.17805e-05
79,353.635,0.58271,0.72189,1.09901,0.94558,0.39115,0.42141,0.29326,1.81681,2.46779,1.52968,2.11444e-05,2.11444e-05,2.11444e-05
80,357.373,0.64428,0.78124,1.10453,0.94558,0.39115,0.42141,0.29326,1.81681,2.46779,1.52968,2.04848e-05,2.04848e-05,2.04848e-05
81,360.194,0.50931,0.46393,0.98652,0.93992,0.3892,0.42297,0.29455,1.82446,2.46494,1.53976,1.98016e-05,1.98016e-05,1.98016e-05
82,362.879,0.75099,0.69506,1.15472,0.93992,0.3892,0.42297,0.29455,1.82446,2.46494,1.53976,1.90949e-05,1.90949e-05,1.90949e-05
83,365.454,0.80101,0.77846,1.19269,0.93992,0.3892,0.42297,0.29455,1.82446,2.46494,1.53976,1.83646e-05,1.83646e-05,1.83646e-05
84,368.775,0.59358,0.60366,1.03012,0.93783,0.3881,0.42137,0.29354,1.83212,2.4959,1.5449,1.76107e-05,1.76107e-05,1.76107e-05
85,371.394,0.6241,0.7875,1.14839,0.93783,0.3881,0.42137,0.29354,1.83212,2.4959,1.5449,1.68333e-05,1.68333e-05,1.68333e-05
86,374.966,0.85971,0.84039,1.13933,0.93783,0.3881,0.42137,0.29354,1.83212,2.4959,1.5449,1.60323e-05,1.60323e-05,1.60323e-05
87,377.475,0.65914,0.78562,1.01803,0.93783,0.3881,0.42137,0.29354,1.83212,2.4959,1.5449,1.52077e-05,1.52077e-05,1.52077e-05
88,381.389,0.79162,0.84377,1.38654,0.93867,0.38725,0.42039,0.29331,1.80817,2.51805,1.51532,1.43596e-05,1.43596e-05,1.43596e-05
89,384.028,1.07544,1.03788,1.51094,0.93867,0.38725,0.42039,0.29331,1.80817,2.51805,1.51532,1.34879e-05,1.34879e-05,1.34879e-05
90,386.643,0.58493,0.64886,0.9788,0.93867,0.38725,0.42039,0.29331,1.80817,2.51805,1.51532,1.25927e-05,1.25927e-05,1.25927e-05
91,390.333,0.52493,0.51187,0.92964,0.93867,0.38725,0.42039,0.29331,1.80817,2.51805,1.51532,1.16739e-05,1.16739e-05,1.16739e-05
92,393.334,0.67472,0.71759,0.95591,0.94454,0.38776,0.42055,0.29212,1.79899,2.57388,1.50137,1.07315e-05,1.07315e-05,1.07315e-05
93,396.023,0.40964,0.47561,0.9556,0.94454,0.38776,0.42055,0.29212,1.79899,2.57388,1.50137,9.76562e-06,9.76562e-06,9.76562e-06
94,398.699,0.5448,0.53588,0.88934,0.94454,0.38776,0.42055,0.29212,1.79899,2.57388,1.50137,8.77613e-06,8.77613e-06,8.77613e-06
95,401.339,0.43527,0.4973,0.9321,0.94454,0.38776,0.42055,0.29212,1.79899,2.57388,1.50137,7.76308e-06,7.76308e-06,7.76308e-06
96,404.123,0.45243,0.48347,0.97084,0.9416,0.38659,0.42201,0.29283,1.83052,2.62446,1.547,6.72648e-06,6.72648e-06,6.72648e-06
97,406.736,0.67332,0.69467,1.02414,0.9416,0.38659,0.42201,0.29283,1.83052,2.62446,1.547,5.6663e-06,5.6663e-06,5.6663e-06
98,409.6,0.48248,0.53597,0.91023,0.9416,0.38659,0.42201,0.29283,1.83052,2.62446,1.547,4.58257e-06,4.58257e-06,4.58257e-06
99,412.432,0.56206,0.61704,0.95611,0.9416,0.38659,0.42201,0.29283,1.83052,2.62446,1.547,3.47528e-06,3.47528e-06,3.47528e-06
100,415.172,0.46608,0.49307,0.97188,0.9482,0.38132,0.41893,0.28995,1.80532,2.66838,1.50848,2.34442e-06,2.34442e-06,2.34442e-06
